RefId,IsBadBuy
73112,3.908837736079263e-10
73113,3.091301906871444e-11
73114,1.062335903241019e-10
73115,1.0187544160956812e-11
73116,4.494513475201727e-9
73117,2.6631518968242075e-11
73118,1.1347647731478583e-11
73119,7.695144612517909e-5
73120,1.8827882020203833e-10
73121,6.538885254329219e-11
73122,1.7338551313836156e-8
73123,4.787938164105771e-10
73124,4.559211078871909e-11
73125,3.088667953222415e-11
73126,3.282727644083816e-11
73127,3.598768975565868e-11
73128,9.10231359713201e-11
73129,1.1659843100553497e-10
73130,6.966794069153017e-11
73131,1.5856749404564113e-11
73132,3.800993944986133e-10
73133,9.372897062449925e-12
73134,2.2215577549916206e-11
73135,1.6757450170188894e-10
73136,3.7813123529748175e-8
73137,6.193047917391949e-6
73138,5.936206288122448e-8
73139,1.225118044568783e-11
73140,1.2700308165101591e-5
73141,3.818265125406074e-12
73142,2.6817350638588043e-11
73143,3.8311715949921355e-8
73144,5.464135522558806e-13
73145,4.09847235480529e-11
73146,1.9771921885689303e-10
73147,1.8795022477465295e-9
73148,4.407648218507962e-10
73149,1.7897492376357914e-10
73150,1.646788992533128e-10
73151,4.3575565076339185e-8
73152,7.660814690584635e-13
73153,2.5664603285888322e-9
73154,2.3157126836964286e-9
73155,5.6326052799995104e-9
73156,6.552400945512901e-12
73157,1.816401081671678e-10
73158,5.248547608620705e-12
73159,1.0504950942307255e-11
73160,3.98194513162806e-5
73161,1.498025275309561e-9
73162,6.347251826265116e-4
73163,2.7830698517465397e-10
73164,8.18312194620502e-11
73165,2.6564532691495897e-8
73166,8.234402000506248e-12
73167,1.0536259708595323e-9
73168,2.2250557119360556e-11
73169,2.1953005794890716e-7
73170,5.677356031939214e-11
73171,1.0289972477727918e-9
73172,2.1067696573192502e-10
73173,1.506116699948723e-10
73174,5.27887557107277e-9
73175,3.9296443013060747e-11
73176,8.94495609225718e-11
73177,2.386756543589614e-10
73178,2.5795766927362437e-11
73179,1.234264329975423e-13
73180,4.227040114619197e-11
73181,1.4282610317333986e-8
73182,1.7997280878391965e-12
73183,9.241796641843205e-8
73184,2.505987571648994e-10
73185,6.00527485719099e-10
73186,1.4683930298492747e-9
73187,1.720016787238122e-10
73188,6.948390956514701e-11
73189,1.6395810613575547e-11
73190,3.0480056540924555e-10
73191,2.142084695137097e-4
73192,1.2993886237620836e-5
73193,3.639596043984911e-12
73194,8.316608114359014e-6
73195,4.7246825829686363e-11
73196,8.479195410556985e-10
73197,4.271718377121147e-6
73198,3.287741219378463e-12
73199,2.331429339428242e-11
73200,1.0315891448531394e-10
73201,2.280636559007499e-10
73202,1.2456787099898814e-5
73203,4.750130402779212e-12
73204,1.571408932623153e-11
73205,1.0933572565516355e-11
73206,4.2173135258063035e-12
73207,9.011665851477221e-10
73208,1.4489496152822887e-10
73209,1.398400940089184e-10
73210,8.853855321714971e-11
73211,6.123238202239278e-11
73212,8.757047106869598e-12
73213,7.994306807325125e-12
73214,3.935534849330775e-11
73215,1.0706156115858777e-10
73216,7.625781362566227e-13
73217,2.499012265327289e-10
73218,1.18690172869165e-10
73219,2.9236969574838874e-11
73220,1.0971457928724591e-12
73221,4.225438548402364e-11
73222,1.670859806564957e-11
73223,9.236081723087563e-12
73224,9.699511562916632e-11
73225,1.992625349665962e-10
73226,2.672488097233932e-13
73227,7.269024589565314e-11
73228,2.2483065652694874e-11
73229,2.0586376150538136e-11
73230,5.4549960188653187e-11
73231,1.0722954410213959e-11
73232,5.100124465913462e-5
73233,3.31390887682747e-5
73234,6.566384623876434e-9
73235,9.902021058559182e-12
73236,3.000708875702319e-9
73237,7.277360943626088e-10
73238,3.313132500987928e-10
73239,7.43245331650738e-11
73240,1.6180457482530253e-9
73241,2.4307232944663204e-9
73242,5.0453368232401915e-9
73243,4.533326751240086e-7
73244,1.6208410632816517e-12
73245,3.388405427661891e-10
73246,2.2348870740835857e-4
73247,2.8257739415498898e-11
73248,2.851590663445805e-12
73249,3.4015956229436272e-12
73250,2.1774723482999517e-12
73251,4.646996980137197e-12
73252,1.0993337034245924e-8
73253,1.5155184866345818e-12
73254,1.5411717262088433e-8
73255,4.370116824122293e-11
73256,2.4599066804857022e-11
73257,1.1206119494224198e-8
73258,7.77737088830917e-11
73259,1.277901659535022e-11
73260,2.951042915004604e-11
73261,3.9067027570983444e-4
73262,0.06642395225270531
73263,2.064030400152132e-10
73264,6.7869300120206315e-12
73265,1.610881842365264e-10
73266,5.884387923849812e-10
73267,1.1826175113325458e-10
73268,5.3234714111513e-12
73269,4.046647003981934e-12
73270,7.232088369983851e-13
73271,4.117132038645734e-12
73272,1.0942649203344892e-7
73273,4.478442371505252e-9
73274,9.485784005358408e-11
73275,1.0330444140772305e-4
73276,5.359009697687573e-11
73277,1.654179280538819e-10
73278,5.790239610961493e-12
73279,3.003817972171877e-10
73280,1.2860542878068011e-8
73281,3.5424817732591264e-10
73282,0.001219103559976444
73283,6.663060409505449e-12
73284,1.6033865135633717e-10
73285,1.32698278788431e-4
73286,0.008953593013486433
73287,2.7378729275873374e-11
73288,5.719464786873614e-12
73289,7.218050042593362e-10
73290,3.6427254944709243e-10
73291,3.4113778367387333e-10
73292,9.592989344547842e-11
73293,1.5097178578108976e-12
73294,6.899681195172612e-13
73295,1.450353607050884e-4
73296,3.6481031741121446e-11
73297,3.0519138340362627e-7
73298,1.5736416058779697e-12
73299,5.74401501248576e-12
73300,1.6852443024866036e-10
73301,5.097071254580065e-10
73302,7.99352540595625e-8
73303,2.046638508460967e-11
73304,2.2248435336198964e-11
73305,9.410100768745973e-6
73306,8.681181760844204e-5
73307,1.2059378856648944e-12
73308,3.599827218796795e-10
73309,1.3494242944309941e-9
73310,2.0041150027057896e-9
73311,1.8425076447805126e-11
73312,3.747040555944093e-9
73313,9.602791850768059e-12
73314,3.199536294383199e-10
73315,1.0020853203195965e-10
73316,8.467845892332102e-5
73317,7.461640396664267e-13
73318,2.4101074873481605e-9
73319,8.869175623923556e-10
73320,1.2222197328313236e-10
73321,3.1062119815432073e-12
73322,1.603999245623466e-10
73323,1.204438871117641e-9
73324,3.393272805091449e-5
73325,1.0620028566642786e-4
73326,0.0010222433042518496
73327,1.1625017643091128e-10
73328,1.215111032476686e-12
73329,1.003278592462275e-11
73330,7.164343776122265e-9
73331,4.435706013206414e-12
73332,2.998507378116269e-12
73333,1.9657042508788585e-10
73334,5.557952185995801e-10
73335,1.227522165141468e-8
73336,6.051316316903264e-11
73337,1.0881571711984794e-11
73338,2.5669414405591755e-11
73339,8.07252766340731e-5
73340,2.4878567379686936e-5
73341,2.135119234563434e-9
73342,2.3152812817030843e-10
73343,1.869825346257734e-10
73344,5.19075160202301e-11
73345,1.0498450193736966e-12
73346,5.92170700907753e-10
73347,1.8820450136282563e-10
73348,3.338947232539748e-10
73349,2.5284796816890776e-5
73350,1.4880170308250296e-11
73351,2.555968116050443e-9
73352,4.519537690469898e-11
73353,3.341686669079789e-5
73354,1.6911743539318835e-12
73355,1.0850636006438174e-8
73356,1.695876437625468e-10
73357,0.9996168440589948
73358,3.051596296736983e-8
73359,5.941628277665355e-11
73360,2.8389595827834553e-10
73361,3.8166240718032654e-11
73362,1.0319023151417188e-11
73363,2.100519877291514e-11
73364,7.677066131304538e-11
73365,9.734107436264541e-12
73366,7.241668033300714e-11
73367,1.052713796881943e-11
73368,1.3816362985478007e-8
73369,2.8107793732403127e-11
73370,1.2739821755552624e-12
73371,1.1325933878849557e-12
73372,1.443174463250145e-12
73373,2.5302103117190886e-8
73374,2.9012119483757025e-5
73375,5.3539702829948565e-9
73376,1.1345581563526105e-9
73377,3.5941426074102087e-11
73378,4.5213581536184295e-12
73379,4.813431049507812e-9
73380,1.3404790488171438e-11
73381,4.3308637213002157e-10
73382,5.28422614741911e-12
73383,2.4198690635621072e-8
73384,7.651290249681938e-9
73385,4.0494068490147343e-13
73386,9.759100288188035e-12
73387,1.3552123976592898e-13
73388,5.131971211808693e-11
73389,2.8926140711108973e-11
73390,5.869162347983311e-12
73391,5.283468884347957e-12
73392,2.1010151465561166e-10
73393,5.293853050574864e-12
73394,2.3562869727035653e-9
73395,1.5210650804583426e-11
73396,1.6345106773397095e-10
73397,1.1015477833833612e-10
73398,6.228590234299875e-9
73399,2.4880363443557507e-11
73400,2.850529694695035e-11
73401,1.253362401132938e-10
73402,2.738263005696995e-10
73403,7.078111885999845e-9
73404,8.933485431549078e-9
73405,2.3283326039789253e-6
73406,1.2668120977432947e-12
73407,2.98117864598735e-4
73408,1.0012377678604197e-10
73409,6.800488215834725e-11
73410,5.7795799053796384e-12
73411,2.5749316623884486e-11
73412,4.4083267257611886e-11
73413,4.952073782528144e-10
73414,1.3297183551495316e-4
73415,3.62232252308171e-12
73416,5.752642128483725e-10
73417,1.9160620899700328e-4
73418,1.668320792928643e-4
73419,5.8766176280259215e-5
73420,1.1252776739672685e-12
73421,6.187422435765215e-11
73422,6.543420098358752e-5
73423,3.8326021584244485e-12
73424,7.16558117140702e-6
73425,2.2344495846949527e-10
73426,1.854110509357291e-10
73427,1.2879749729084252e-13
73428,2.1546702172428615e-11
73429,6.529373943334088e-9
73430,1.1150251959711987e-11
73431,2.017401338559723e-8
73432,2.7105483484750435e-12
73433,3.1773494293670724e-6
73434,3.186423052763344e-10
73435,9.861632418695862e-13
73436,2.0957792056674738e-11
73437,1.1664063067067275e-11
73438,2.2567749447547943e-12
73439,1.6248246728041914e-10
73440,5.348732188023552e-5
73441,2.340909671623884e-9
73442,3.065311690154463e-10
73443,3.41251953422564e-12
73444,4.342820028199317e-9
73445,6.000678529253016e-8
73446,1.4935502376013535e-8
73447,3.160408171206917e-11
73448,1.1189790055758058e-9
73449,3.2777547829170235e-13
73450,1.1306297194920821e-10
73451,1.6514499201269272e-11
73452,7.759998243323946e-10
73453,4.659394379676106e-12
73454,1.3724162712485852e-10
73455,6.25640630140517e-11
73456,8.713876231454078e-10
73457,1.3304731247295104e-11
73458,6.819018146420447e-6
73459,3.8460769459212664e-7
73460,7.796120019853285e-10
73461,1.9029500931824457e-4
73462,1.1285139298066014e-9
73463,9.987684381857805e-12
73464,1.7817885574238804e-5
73465,8.005861264762859e-16
73466,3.1813657616694623e-10
73467,2.490970554748925e-6
73468,2.0307637091753945e-11
73469,2.615086215650131e-11
73470,7.624766319196142e-11
73471,4.890526604788022e-8
73472,2.179138681909658e-9
73473,2.8319912368048293e-10
73474,2.0175418024495287e-12
73475,2.88557589163959e-11
73476,7.449650795558842e-11
73477,2.0813356545215494e-6
73478,8.089514249818015e-13
73479,8.315829113942314e-9
73480,3.6605707149417796e-4
73481,8.609740236173628e-9
73482,3.458436490232779e-11
73483,3.150105040012186e-8
73484,1.4546630190867688e-11
73485,2.0076897256613936e-12
73486,4.9456540261173827e-5
73487,2.4665282474102475e-12
73488,3.515662811860344e-16
73489,8.240740591950109e-11
73490,1.6335591810792264e-11
73491,3.4664203743170236e-5
73492,3.12423376922144e-10
73493,2.899372707583063e-4
73494,1.1947149223198097e-7
73495,5.085830055835205e-10
73496,2.9640734446306256e-10
73497,1.1766429084341197e-11
73498,1.589123618015907e-4
73499,6.538113702833412e-10
73500,5.825742702723493e-11
73501,4.0200466017353585e-9
73502,6.163942490856484e-10
73503,8.421593381935999e-11
73504,3.9790469550029257e-7
73505,7.442266011828303e-12
73506,2.9137587772118134e-10
73507,5.2346408121199586e-5
73508,9.960086251166201e-11
73509,2.0349508985402113e-9
73510,2.0642643960381527e-10
73511,1.251588119859237e-10
73512,1.219107730574185e-9
73513,5.292683160238765e-10
73514,1.6209513451008181e-10
73515,9.37011554520999e-11
73516,3.97809903275433e-11
73517,1.2459922423527768e-11
73518,9.571076880469197e-10
73519,1.967179861618856e-9
73520,2.296453729795505e-5
73521,1.2737736612376165e-10
73522,1.503347340046967e-9
73523,2.3065762363614024e-9
73524,2.4612387434387058e-6
73525,7.29900077860524e-11
73526,6.506776380020297e-11
73527,3.7529878107637883e-10
73528,7.532256703296764e-10
73529,1.291394832223503e-10
73530,8.010341683309641e-10
73531,9.689791079826888e-32
73532,4.2124277974400233e-11
73533,5.628668583564594e-10
73534,2.418297915339578e-10
73535,4.0406515277236527e-11
73536,2.3576395192843716e-11
73537,2.6679835292332507e-5
73538,8.99796642840498e-11
73539,3.1055124245925157e-15
73540,4.1841473184220494e-11
73541,2.0663227777171148e-11
73542,4.54854956577253e-12
73543,4.834122856401399e-10
73544,5.9316096211078e-11
73545,3.159197712023572e-11
73546,4.88677121272501e-12
73547,1.2272733932040698e-13
73548,2.6587300733966787e-9
73549,6.824377976621583e-6
73550,4.247474613604661e-5
73551,2.1854343495926778e-9
73552,5.629260591837354e-10
73553,1.573476730809593e-11
73554,6.443083385351634e-9
73555,7.062225286742037e-13
73556,2.2168375614821818e-9
73557,2.410907571085439e-10
73558,1.612310177928422e-10
73559,6.098577560305008e-10
73560,3.50695171984582e-4
73561,1.1047378390371426e-10
73562,2.0988527146569591e-10
73563,2.3912754633978646e-10
73564,6.608860225002898e-9
73565,1.4028926829322576e-13
73566,2.3561649440393563e-5
73567,1.949995472229977e-4
73568,8.159940292755064e-11
73569,1.1569707492213369e-11
73570,1.4917132392913288e-10
73571,7.268390242414596e-8
73572,1.2118452782712624e-9
73573,7.212311537203463e-8
73574,4.1286322114896414e-13
73575,8.086134705930827e-11
73576,3.8247255282133777e-10
73577,2.858631577710385e-11
73578,4.50036355264628e-12
73579,2.964148409348538e-8
73580,1.1933997035337564e-7
73581,1.7263693275772507e-5
73582,5.795814037756685e-11
73583,5.485893531335383e-8
73584,9.507037034952244e-10
73585,3.240123606375485e-11
73586,6.190242913203716e-12
73587,2.333367044349136e-4
73588,4.295691132358619e-9
73589,2.485997505593788e-9
73590,7.485848909043664e-12
73591,1.8144789939171643e-8
73592,3.5228691374852556e-10
73593,2.7822506911544036e-11
73594,5.130688811196078e-12
73595,2.3380623415841975e-10
73596,1.766079707063643e-4
73597,1.1047519998826466e-9
73598,1.1731258836374882e-11
73599,1.0710735408544719e-10
73600,1.0435127285992322e-10
73601,3.312996603751227e-10
73602,5.358730301622347e-12
73603,4.492867259054052e-12
73604,1.6578889274634068e-8
73605,2.877850288812476e-11
73606,8.589039290993675e-13
73607,2.1081911924802674e-10
73608,3.8106898832617874e-10
73609,5.154723385723503e-10
73610,1.1481121755017715e-11
73611,8.101080144479207e-7
73612,2.615145549329994e-4
73613,3.786219016024657e-12
73614,9.132072308469753e-11
73615,1.2522600545894747e-8
73616,7.613942426829831e-10
73617,3.583877142411283e-12
73618,2.4915573014191266e-10
73619,7.194342968113366e-8
73620,1.665776190326262e-10
73621,2.0898427532721655e-10
73622,1.4185182439984083e-11
73623,1.6965782109135995e-6
73624,9.21373136102378e-11
73625,4.487430471048959e-8
73626,1.3334765918779903e-8
73627,4.547986883023438e-13
73628,6.113617187933873e-11
73629,6.125176253220739e-13
73630,2.705008074899665e-10
73631,1.213309824467315e-10
73632,2.435314384066597e-11
73633,2.2160006299136782e-7
73634,8.866462433599189e-11
73635,3.691102004060098e-11
73636,1.6645999487126179e-9
73637,4.729788388822988e-10
73638,2.950059256592238e-13
73639,1.5659204930277868e-12
73640,1.0514533311823635e-11
73641,6.333203462464606e-11
73642,9.150606180767713e-12
73643,6.698362292681435e-10
73644,8.617134471493488e-11
73645,2.925951036245623e-10
73646,8.198767219976805e-4
73647,4.834027333813424e-12
73648,8.711393208839405e-10
73649,0.0028135346802587854
73650,1.739959147727182e-5
73651,2.5305258486573703e-11
73652,8.645860925662728e-5
73653,0.0014087481430831452
73654,7.95751918475932e-5
73655,4.428601571729965e-5
73656,1.924606251634808e-4
73657,4.07846780248842e-4
73658,7.937116402214606e-6
73659,5.2629737614019996e-6
73660,2.2822055332563667e-4
73661,1.599542872709207e-5
73662,1.888439542599618e-5
73663,8.396643704363532e-5
73664,0.0832908319420649
73665,5.7912835087228476e-6
73666,5.035667197883492e-10
73667,2.6776576121504915e-12
73668,4.7135597860971415e-11
73669,8.05032189789829e-8
73670,1.7054402722507147e-8
73671,4.8789279766921e-11
73672,6.204409264427924e-11
73673,3.5491598806391615e-11
73674,2.3180872983690232e-10
73675,7.268211703257129e-10
73676,3.18918688177379e-10
73677,2.861847484814071e-11
73678,2.5743204875864596e-9
73679,8.978161396501752e-13
73680,4.019566034736e-11
73681,2.6629969358728125e-11
73682,1.7749266124866559e-9
73683,1.9307694560350204e-10
73684,9.600976673747708e-13
73685,1.9180584184234188e-10
73686,2.7019291551321346e-8
73687,3.876546636955336e-11
73688,6.883664102385908e-10
73689,2.0622031874401686e-11
73690,2.742705547903384e-11
73691,3.772894562655486e-13
73692,7.229774779163009e-12
73693,2.409969108247984e-13
73694,2.111515940622023e-7
73695,4.0497714993904274e-10
73696,3.43098986000464e-8
73697,7.060042577578478e-12
73698,2.5998811846985395e-10
73699,3.809388094733619e-10
73700,8.943641939193646e-11
73701,8.3461430058224e-12
73702,2.468084332739271e-11
73703,2.7070103053841914e-10
73704,3.903460113680951e-10
73705,1.6976641501509786e-10
73706,6.439939728110998e-11
73707,6.0852133605381784e-6
73708,8.265212172040099e-11
73709,3.656001454111457e-11
73710,7.502582701497201e-10
73711,5.705569855045303e-11
73712,3.560190275479216e-8
73713,5.4437381491528884e-12
73714,6.761879612075709e-10
73715,2.8908244724658395e-9
73716,1.8747201975519556e-10
73717,8.45948454814889e-11
73718,1.3856228115319556e-11
73719,1.8931523155987287e-11
73720,2.4710932347992667e-11
73721,5.93229229257928e-22
73722,0.003094064202904898
73723,3.3546677330891425e-13
73724,7.250108263656016e-9
73725,7.55434171184942e-12
73726,1.7017646007419415e-12
73727,5.052433343796182e-10
73728,4.7182393159986945e-11
73729,3.390602824269178e-10
73730,7.555645420014992e-11
73731,7.124659518177805e-11
73732,1.5850195079785127e-9
73733,4.2277780170582895e-10
73734,1.6852658670062337e-10
73735,1.3543966039113022e-10
73736,5.397399412731445e-13
73737,1.2067961573098089e-11
73738,2.056131642044096e-11
73739,4.203424517129094e-12
73740,3.973109232007028e-10
73741,4.679123666229826e-12
73742,5.6595111404299865e-11
73743,1.804759047687316e-12
73744,4.140077864796912e-4
73745,1.0218949844892997e-14
73746,1.869204794905856e-12
73747,8.213257671075197e-11
73748,4.310730743993617e-12
73749,1.9788056036301075e-13
73750,3.875216491854873e-12
73751,6.288976622513342e-11
73752,5.145542957029867e-4
73753,2.0373139408244757e-10
73754,1.0936344343653419e-11
73755,1.0172382947399692e-8
73756,6.445683938193007e-9
73757,3.5858313361414784e-13
73758,1.8266318842651252e-10
73759,1.760396282088449e-11
73760,1.0998071810512736e-4
73761,1.8391837971906265e-13
73762,5.022461670390052e-12
73763,2.634452684702521e-10
73764,7.397396628968847e-10
73765,4.957454471251741e-13
73766,4.545351203257293e-12
73767,2.9918530464786047e-5
73768,8.020885663438437e-11
73769,1.211015505865322e-10
73770,2.1310888011005497e-11
73771,1.224244528693758e-7
73772,1.0655641889682354e-13
73773,3.285115089511587e-12
73774,1.0956181657059244e-10
73775,9.432530981623816e-11
73776,1.6485544405067745e-9
73777,3.2368406053149206e-8
73778,2.9506202152918634e-9
73779,3.5945433137830708e-9
73780,8.315733906564308e-21
73781,1.1666421527123841e-10
73782,1.0135302063688101e-8
73783,5.645755480453662e-12
73784,6.445315523454799e-10
73785,5.097186097766065e-12
73786,2.4067105572776588e-11
73787,1.6288618505487808e-7
73788,6.107204921884371e-11
73789,5.0574036823993456e-11
73790,2.974119345885003e-11
73791,3.8836113753007736e-10
73792,5.271915004374778e-10
73793,4.5594648930787553e-10
73794,1.834422896557763e-10
73795,1.3078458842908391e-10
73796,5.5977621053315015e-11
73797,5.830288134038013e-11
73798,1.748972166649387e-10
73799,3.207592772071431e-10
73800,4.749246895458734e-14
73801,7.747329097074638e-9
73802,8.021075773434248e-13
73803,9.82387645120411e-10
73804,2.4277012760373194e-12
73805,7.959846397222146e-9
73806,1.2279403693613289e-9
73807,4.16329697486787e-11
73808,2.9969754475704525e-10
73809,1.0125663469695273e-11
73810,1.1829088094621185e-11
73811,3.540726951165063e-13
73812,1.1684910230256814e-10
73813,3.2107568046687343e-12
73814,2.5856098052988144e-13
73815,1.4033393930394054e-11
73816,3.4397523615383203e-6
73817,1.0043525225307598e-10
73818,3.308428517597947e-10
73819,5.269543697452677e-4
73820,4.660975096506784e-10
73821,1.7869654721160808e-11
73822,4.526620464803113e-12
73823,5.475891335792701e-9
73824,5.851272348677702e-12
73825,2.490675080811391e-10
73826,3.1561562201540475e-10
73827,1.0868572899656719e-10
73828,8.627848307010842e-12
73829,6.459066586125514e-12
73830,1.9048150362386424e-10
73831,7.927804117704648e-9
73832,2.4126149287886585e-11
73833,4.6189806285402615e-10
73834,4.2731398496218274e-4
73835,5.6813077070132626e-12
73836,1.0051416467510682e-12
73837,6.3713860453489865e-12
73838,7.877299242320932e-13
73839,2.2857280148402796e-12
73840,7.251224551479838e-7
73841,8.692829175735879e-12
73842,1.500105882594727e-12
73843,3.129102789496617e-11
73844,9.363016875360025e-10
73845,4.3555966441518696e-14
73846,5.837246179474606e-10
73847,2.861550524237713e-11
73848,4.5710375622144975e-5
73849,6.079910501095181e-9
73850,3.0949647516212217e-5
73851,2.2041992061214323e-10
73852,8.512406850355618e-11
73853,2.5078635944017298e-11
73854,1.88690944559753e-10
73855,6.886807862631393e-10
73856,1.087937220559502e-6
73857,2.6664957089333387e-10
73858,5.797857626311725e-11
73859,7.254720683341024e-11
73860,2.6259402992198937e-11
73861,6.162734987400245e-12
73862,2.2688478391719413e-11
73863,1.589873531891981e-10
73864,1.472273305496783e-11
73865,3.716038743701399e-11
73866,1.5912992145519304e-10
73867,4.053080745411648e-12
73868,9.325916667325096e-7
73869,1.226074644491278e-12
73870,9.486802739705196e-9
73871,4.483891750618846e-8
73872,1.211477048438745e-9
73873,8.790430947382005e-11
73874,4.0352724931708867e-13
73875,6.5596214764202206e-12
73876,1.3278845456112656e-10
73877,3.835000862012697e-10
73878,2.7877228745407226e-10
73879,7.329342696260377e-14
73880,1.011511663452927e-9
73881,1.5297294162976822e-9
73882,9.2368853108015e-12
73883,7.4320704217336644e-9
73884,3.520764406364315e-11
73885,1.8315114250368346e-9
73886,2.752982960041988e-10
73887,2.917430784694415e-9
73888,4.034054094624711e-11
73889,1.226538702903498e-9
73890,4.179632132063253e-11
73891,1.3739827222089518e-12
73892,5.3128562138341374e-11
73893,1.3703998967869416e-13
73894,5.92193597129174e-11
73895,2.886436457498003e-12
73896,4.7312530318294e-13
73897,1.4853873076758272e-11
73898,7.321890041110356e-9
73899,1.32812476532067e-13
73900,1.580606465507531e-11
73901,2.220472964420699e-12
73902,4.211438857908957e-14
73903,5.447494623073865e-11
73904,3.21817985241213e-10
73905,9.656546672210921e-5
73906,1.556564772035506e-11
73907,1.106781083031431e-10
73908,8.436040624835008e-14
73909,6.869640871496102e-10
73910,8.015146559028872e-10
73911,1.2989571887138069e-13
73912,1.1865609136893644e-10
73913,2.449163983485768e-10
73914,0.001447597199410613
73915,3.2888606509140523e-9
73916,4.0544552639748406e-12
73917,4.819019584333089e-14
73918,8.956956476584594e-12
73919,4.0387904447276895e-11
73920,8.472152086034309e-5
73921,0.0011710742177892019
73922,1.3256296874817518e-11
73923,4.09654130940852e-6
73924,1.8638318883626307e-11
73925,3.405512278885918e-11
73926,1.3138183396581835e-9
73927,6.82158479734441e-10
73928,4.0666385645661146e-11
73929,3.311191594569496e-9
73930,1.6895493080843442e-4
73931,9.222564258734901e-10
73932,2.7025211169374433e-11
73933,8.198720857198765e-9
73934,3.507028653288848e-11
73935,2.985267469564583e-11
73936,2.4760935560267327e-11
73937,2.518199984962536e-11
73938,3.1658216483092356e-11
73939,2.4500947315373486e-9
73940,3.1308319548977776e-10
73941,2.8505537480135125e-11
73942,2.7492564520329234e-11
73943,2.557745392334626e-12
73944,2.0377521443605615e-10
73945,4.985792509056544e-11
73946,6.356534480768118e-10
73947,4.376054401725611e-12
73948,1.581361915291316e-9
73949,9.059956450009369e-8
73950,1.607184905658721e-9
73951,2.9314028618421933e-12
73952,8.840249064727707e-12
73953,8.591178145661695e-11
73954,9.686915292444096e-13
73955,3.616201827080598e-4
73956,1.0932359830932046e-9
73957,1.87812470394591e-12
73958,9.971077159738415e-12
73959,1.8313792426082568e-10
73960,5.159527314562483e-11
73961,1.0226087465076636e-12
73962,2.357114248137967e-11
73963,8.904907773518326e-11
73964,2.2017638188642133e-10
73965,2.1107306316028734e-8
73966,4.939356920185409e-10
73967,1.4478603148282771e-11
73968,4.166768240780446e-11
73969,3.443605667821649e-9
73970,1.6030045063137528e-11
73971,5.805648320736565e-10
73972,1.1841705486949551e-9
73973,3.2701633047083754e-11
73974,4.076132735955772e-11
73975,5.186161727033094e-11
73976,5.373243495288621e-10
73977,3.9057243334160247e-8
73978,6.705745677015568e-13
73979,1.0872031566379716e-10
73980,1.7763836489728976e-10
73981,1.844069152721458e-10
73982,3.959493607538292e-10
73983,2.223474533157937e-11
73984,4.798598920426996e-11
